playerID,yearID,votedBy,votes,inducted,category
bagweje01,2015,BBWAA,306,N,Player
raineti01,2015,BBWAA,302,N,Player
schilcu01,2015,BBWAA,215,N,Player
clemero02,2015,BBWAA,206,N,Player
bondsba01,2015,BBWAA,202,N,Player
smithle02,2015,BBWAA,166,N,Player
martied01,2015,BBWAA,148,N,Player
trammal01,2015,BBWAA,138,N,Player
mussimi01,2015,BBWAA,135,N,Player
kentje01,2015,BBWAA,77,N,Player
mcgrifr01,2015,BBWAA,71,N,Player
walkela01,2015,BBWAA,65,N,Player
sheffga01,2015,BBWAA,64,N,Player
mcgwima01,2015,BBWAA,55,N,Player
mattido01,2015,BBWAA,50,N,Player
sosasa01,2015,BBWAA,36,N,Player
garcino01,2015,BBWAA,30,N,Player
delgaca01,2015,BBWAA,21,N,Player
percitr01,2015,BBWAA,4,N,Player
gordoto01,2015,BBWAA,2,N,Player
booneaa01,2015,BBWAA,2,N,Player
erstada01,2015,BBWAA,1,N,Player
clarkto02,2015,BBWAA,0,N,Player
gilesbr02,2015,BBWAA,0,N,Player
aurilri01,2015,BBWAA,0,N,Player
guarded01,2015,BBWAA,0,N,Player
schmija01,2015,BBWAA,0,N,Player
dyeje01,2015,BBWAA,0,N,Player
floydcl01,2015,BBWAA,0,N,Player
griffke02,2016,BBWAA,437,Y,Player
piazzmi01,2016,BBWAA,365,Y,Player
bagweje01,2016,BBWAA,315,N,Player
raineti01,2016,BBWAA,307,N,Player
hoffmtr01,2016,BBWAA,296,N,Player
schilcu01,2016,BBWAA,230,N,Player
clemero02,2016,BBWAA,199,N,Player
bondsba01,2016,BBWAA,195,N,Player
martied01,2016,BBWAA,191,N,Player
mussimi01,2016,BBWAA,189,N,Player
trammal01,2016,BBWAA,180,N,Player
smithle02,2016,BBWAA,150,N,Player
mcgrifr01,2016,BBWAA,92,N,Player
kentje01,2016,BBWAA,73,N,Player
walkela01,2016,BBWAA,68,N,Player
mcgwima01,2016,BBWAA,54,N,Player
sheffga01,2016,BBWAA,51,N,Player
wagnebi02,2016,BBWAA,46,N,Player
sosasa01,2016,BBWAA,31,N,Player
edmonji01,2016,BBWAA,11,N,Player
garcino01,2016,BBWAA,8,N,Player
sweenmi01,2016,BBWAA,3,N,Player
kendaja01,2016,BBWAA,2,N,Player
eckstda01,2016,BBWAA,2,N,Player
anderga01,2016,BBWAA,1,N,Player
glaustr01,2016,BBWAA,0,N,Player
winnra01,2016,BBWAA,0,N,Player
grudzma01,2016,BBWAA,0,N,Player
ausmubr01,2016,BBWAA,0,N,Player
hamptmi01,2016,BBWAA,0,N,Player
castilu01,2016,BBWAA,0,N,Player
lowelmi01,2016,BBWAA,0,N,Player
bagweje01,2017,BBWAA,381,Y,Player
raineti01,2017,BBWAA,380,Y,Player
rodriiv01,2017,BBWAA,336,Y,Player
hoffmtr01,2017,BBWAA,327,N,Player
guerrvl01,2017,BBWAA,317,N,Player
martied01,2017,BBWAA,259,N,Player
clemero02,2017,BBWAA,239,N,Player
bondsba01,2017,BBWAA,238,N,Player
mussimi01,2017,BBWAA,229,N,Player
schilcu01,2017,BBWAA,199,N,Player
smithle02,2017,BBWAA,151,N,Player
ramirma02,2017,BBWAA,105,N,Player
walkela01,2017,BBWAA,97,N,Player
mcgrifr01,2017,BBWAA,96,N,Player
kentje01,2017,BBWAA,74,N,Player
sheffga01,2017,BBWAA,59,N,Player
wagnebi02,2017,BBWAA,45,N,Player
sosasa01,2017,BBWAA,38,N,Player
posadjo01,2017,BBWAA,17,N,Player
ordonma01,2017,BBWAA,3,N,Player
renteed01,2017,BBWAA,2,N,Player
varitja01,2017,BBWAA,2,N,Player
wakefti01,2017,BBWAA,1,N,Player
blakeca01,2017,BBWAA,0,N,Player
burrepa01,2017,BBWAA,0,N,Player
cabreor01,2017,BBWAA,0,N,Player
camermi01,2017,BBWAA,0,N,Player
drewjd01,2017,BBWAA,0,N,Player
guillca01,2017,BBWAA,0,N,Player
leede02,2017,BBWAA,0,N,Player
morame01,2017,BBWAA,0,N,Player
rhodear01,2017,BBWAA,0,N,Player
sanchfr01,2017,BBWAA,0,N,Player
stairma01,2017,BBWAA,0,N,Player
seligbu99,2017,Veterans,,Y,Pioneer/Executive
schurjo99,2017,Veterans,,Y,Pioneer/Executive
jonesch06,2018,BBWAA,410,Y,Player
guerrvl01,2018,BBWAA,392,Y,Player
thomeji01,2018,BBWAA,379,Y,Player
hoffmtr01,2018,BBWAA,337,Y,Player
martied01,2018,BBWAA,297,N,Player
mussimi01,2018,BBWAA,268,N,Player
clemero02,2018,BBWAA,242,N,Player
bondsba01,2018,BBWAA,238,N,Player
schilcu01,2018,BBWAA,216,N,Player
vizquom01,2018,BBWAA,156,N,Player
walkela01,2018,BBWAA,144,N,Player
mcgrifr01,2018,BBWAA,98,N,Player
ramirma02,2018,BBWAA,93,N,Player
kentje01,2018,BBWAA,61,N,Player
sheffga01,2018,BBWAA,47,N,Player
wagnebi02,2018,BBWAA,47,N,Player
rolensc01,2018,BBWAA,43,N,Player
sosasa01,2018,BBWAA,33,N,Player
jonesan01,2018,BBWAA,31,N,Player
moyerja01,2018,BBWAA,10,N,Player
santajo01,2018,BBWAA,10,N,Player
damonjo01,2018,BBWAA,8,N,Player
matsuhi01,2018,BBWAA,4,N,Player
carpech01,2018,BBWAA,2,N,Player
woodke02,2018,BBWAA,2,N,Player
hernali01,2018,BBWAA,1,N,Player
leeca01,2018,BBWAA,1,N,Player
hudsoor01,2018,BBWAA,0,N,Player
huffau01,2018,BBWAA,0,N,Player
isrinja01,2018,BBWAA,0,N,Player
lidgebr01,2018,BBWAA,0,N,Player
millwke01,2018,BBWAA,0,N,Player
zambrca01,2018,BBWAA,0,N,Player
morrija02,2018,Veterans,,Y,Player
trammal01,2018,Veterans,,Y,Player
